,주가,거래량,OBV,기관_순매수누적,외국인_순매수누적,유로,달러,엔화,위안,소비자심리지수,자동차판매,예상종가
20081111_01,73600,768637,6324392,458783,363938,1717.09,1346,1376.28,197.22,71.54,50.97,76400
20081111_02,76300,768637,6324392,458783,363938,1717.09,1346,1376.28,197.22,71.54,50.97,76400
20081111_03,79000,768637,6324392,458783,363938,1717.09,1346,1376.28,197.22,71.54,50.97,76400
20081112_01,75900,657454,6981846,488888,341741,1704.1,1353,1382.87,198.15,71.24,50.67,77100
20081112_02,78000,657454,6981846,488888,341741,1704.1,1353,1382.87,198.15,71.24,50.67,77100
20081112_03,80100,657454,6981846,488888,341741,1704.1,1353,1382.87,198.15,71.24,50.67,77100
20081113_01,75600,668796,7650642,498897,339325,1727.49,1390,1449.43,203.51,70.95,50.38,78000
20081113_02,77750,668796,7650642,498897,339325,1727.49,1390,1449.43,203.51,70.95,50.38,78000
20081113_03,79900,668796,7650642,498897,339325,1727.49,1390,1449.43,203.51,70.95,50.38,78000
20081114_01,76800,681375,6969267,500383,331898,1775.38,1397.5,1442.51,204.76,70.67,50.11,79000
20081114_02,78600,681375,6969267,500383,331898,1775.38,1397.5,1442.51,204.76,70.67,50.11,79000
20081114_03,80400,681375,6969267,500383,331898,1775.38,1397.5,1442.51,204.76,70.67,50.11,79000
20081117_01,75100,531087,6438180,503811,329272,1773.25,1404,1445.34,206.02,70.41,49.86,78200
20081117_02,77250,531087,6438180,503811,329272,1773.25,1404,1445.34,206.02,70.41,49.86,78200
20081117_03,79400,531087,6438180,503811,329272,1773.25,1404,1445.34,206.02,70.41,49.86,78200
20081118_01,75700,361425,6076755,504490,328984,1811.34,1437,1485.73,210.86,70.18,49.63,77600
20081118_02,77350,361425,6076755,504490,328984,1811.34,1437,1485.73,210.86,70.18,49.63,77600
20081118_03,79000,361425,6076755,504490,328984,1811.34,1437,1485.73,210.86,70.18,49.63,77600
20081119_01,71300,414647,5662108,507766,323761,1828.38,1446.5,1495.55,212.1,69.97,49.43,75900
20081119_02,73600,414647,5662108,507766,323761,1828.38,1446.5,1495.55,212.1,69.97,49.43,75900
20081119_03,75900,414647,5662108,507766,323761,1828.38,1446.5,1495.55,212.1,69.97,49.43,75900
20081120_01,68800,432023,5230085,513268,318264,1875,1500,1575.63,219.52,69.78,49.26,74500
20081120_02,70750,432023,5230085,513268,318264,1875,1500,1575.63,219.52,69.78,49.26,74500
20081120_03,72700,432023,5230085,513268,318264,1875,1500,1575.63,219.52,69.78,49.26,74500
20081121_01,68700,444782,5674867,518405,314791,1885.77,1505,1584.21,220.25,69.63,49.11,70600
20081121_02,72200,444782,5674867,518405,314791,1885.77,1505,1584.21,220.25,69.63,49.11,70600
20081121_03,75700,444782,5674867,518405,314791,1885.77,1505,1584.21,220.25,69.63,49.11,70600
20081124_01,65000,785105,4889762,518856,301458,1908.9,1515,1590.55,221.88,69.52,49.01,73500
20081124_02,69250,785105,4889762,518856,301458,1908.9,1515,1590.55,221.88,69.52,49.01,73500
20081124_03,73500,785105,4889762,518856,301458,1908.9,1515,1590.55,221.88,69.52,49.01,73500
20081125_01,55300,2598140,2291622,520693,277595,1934.96,1502.3,1555.98,220.05,69.44,48.93,65000
20081125_02,61850,2598140,2291622,520693,277595,1934.96,1502.3,1555.98,220.05,69.44,48.93,65000
20081125_03,68400,2598140,2291622,520693,277595,1934.96,1502.3,1555.98,220.05,69.44,48.93,65000
20081126_01,54600,1747401,4039023,537992,264126,1911.63,1478.1,1555.08,216.51,69.4,48.9,55300
20081126_02,58000,1747401,4039023,537992,264126,1911.63,1478.1,1555.08,216.51,69.4,48.9,55300
20081126_03,61400,1747401,4039023,537992,264126,1911.63,1478.1,1555.08,216.51,69.4,48.9,55300
20081127_01,60200,962662,5001685,551339,259038,1907.21,1478,1553.66,216.46,69.42,48.94,58000
20081127_02,61850,962662,5001685,551339,259038,1907.21,1478,1553.66,216.46,69.42,48.94,58000
20081127_03,63500,962662,5001685,551339,259038,1907.21,1478,1553.66,216.46,69.42,48.94,58000
20081128_01,60700,1350899,3650786,557845,241203,1893.56,1463,1535.15,214.23,69.51,49.12,63000
20081128_02,62000,1350899,3650786,557845,241203,1893.56,1463,1535.15,214.23,69.51,49.12,63000
20081128_03,63300,1350899,3650786,557845,241203,1893.56,1463,1535.15,214.23,69.51,49.12,63000
20081201_01,59100,578015,3072771,561534,231395,1831.35,1450,1531.31,211.06,69.68,49.45,62000
20081201_02,60650,578015,3072771,561534,231395,1831.35,1450,1531.31,211.06,69.68,49.45,62000
20081201_03,62200,578015,3072771,561534,231395,1831.35,1450,1531.31,211.06,69.68,49.45,62000
20081202_01,55100,715681,2357090,557632,225859,1843.93,1466,1576.34,212.88,69.91,49.89,59800
20081202_02,56500,715681,2357090,557632,225859,1843.93,1466,1576.34,212.88,69.91,49.89,59800
20081202_03,57900,715681,2357090,557632,225859,1843.93,1466,1576.34,212.88,69.91,49.89,59800
20081203_01,50000,3095318,-738228,531685,194704,1866.9,1470,1576.41,213.52,70.19,50.44,56000
20081203_02,53750,3095318,-738228,531685,194704,1866.9,1470,1576.41,213.52,70.19,50.44,56000
20081203_03,57500,3095318,-738228,531685,194704,1866.9,1470,1576.41,213.52,70.19,50.44,56000
20081204_01,51400,1612944,874716,539341,200285,1868.41,1477,1589.88,214.56,70.52,51.09,50000
20081204_02,52650,1612944,874716,539341,200285,1868.41,1477,1589.88,214.56,70.52,51.09,50000
20081204_03,53900,1612944,874716,539341,200285,1868.41,1477,1589.88,214.56,70.52,51.09,50000
20081205_01,53600,1048484,1923200,553826,201968,1885.39,1475.5,1599.63,214.49,70.9,51.81,53300
20081205_02,55500,1048484,1923200,553826,201968,1885.39,1475.5,1599.63,214.49,70.9,51.81,53300
20081205_03,57400,1048484,1923200,553826,201968,1885.39,1475.5,1599.63,214.49,70.9,51.81,53300
20081208_01,58300,1098812,3022012,557698,205280,1872.5,1452,1549.63,211.14,71.3,52.58,56800
20081208_02,59900,1098812,3022012,557698,205280,1872.5,1452,1549.63,211.14,71.3,52.58,56800
20081208_03,61500,1098812,3022012,557698,205280,1872.5,1452,1549.63,211.14,71.3,52.58,56800
20081209_01,60000,1096397,4118409,556541,218838,1858.07,1448,1567.78,210.62,71.73,53.41,61500
20081209_02,61750,1096397,4118409,556541,218838,1858.07,1448,1567.78,210.62,71.73,53.41,61500
20081209_03,63500,1096397,4118409,556541,218838,1858.07,1448,1567.78,210.62,71.73,53.41,61500
20081210_01,62300,1814833,5933242,561036,234534,1808.87,1393.8,1504.7,203.18,72.18,54.26,62500
20081210_02,66100,1814833,5933242,561036,234534,1808.87,1393.8,1504.7,203.18,72.18,54.26,62500
20081210_03,69900,1814833,5933242,561036,234534,1808.87,1393.8,1504.7,203.18,72.18,54.26,62500
20081211_01,64300,1255672,4677570,569327,223465,1785.07,1358.5,1467.7,198.32,72.64,55.12,66300
20081211_02,66100,1255672,4677570,569327,223465,1785.07,1358.5,1467.7,198.32,72.64,55.12,66300
20081211_03,67900,1255672,4677570,569327,223465,1785.07,1358.5,1467.7,198.32,72.64,55.12,66300
20081212_01,62100,722324,3955246,566432,227245,1826.64,1376,1528.89,200.88,73.11,55.98,65000
20081212_02,65000,722324,3955246,566432,227245,1826.64,1376,1528.89,200.88,73.11,55.98,65000
20081212_03,67900,722324,3955246,566432,227245,1826.64,1376,1528.89,200.88,73.11,55.98,65000
20081215_01,62300,710434,4665680,562855,232770,1842.62,1371,1508.91,200.09,73.57,56.82,62700
20081215_02,64100,710434,4665680,562855,232770,1842.62,1371,1508.91,200.09,73.57,56.82,62700
20081215_03,65900,710434,4665680,562855,232770,1842.62,1371,1508.91,200.09,73.57,56.82,62700
20081216_01,65400,799491,5465171,566274,234280,1865.53,1362,1507.64,198.98,74.02,57.63,65200
20081216_02,68150,799491,5465171,566274,234280,1865.53,1362,1507.64,198.98,74.02,57.63,65200
20081216_03,70900,799491,5465171,566274,234280,1865.53,1362,1507.64,198.98,74.02,57.63,65200
20081217_01,69300,720971,6186142,562687,244993,1859.57,1314,1485.08,192.11,74.45,58.39,68500
20081217_02,70500,720971,6186142,562687,244993,1859.57,1314,1485.08,192.11,74.45,58.39,68500
20081217_03,71700,720971,6186142,562687,244993,1859.57,1314,1485.08,192.11,74.45,58.39,68500
20081218_01,70600,501350,6687492,564777,251515,1864.87,1292,1470.02,189.17,74.85,59.08,70700
20081218_02,72300,501350,6687492,564777,251515,1864.87,1292,1470.02,189.17,74.85,59.08,70700
20081218_03,74000,501350,6687492,564777,251515,1864.87,1292,1470.02,189.17,74.85,59.08,70700
20081219_01,70000,718992,5968500,550830,270842,1837.22,1290,1453.03,188.73,75.22,59.69,72300
20081219_02,72450,718992,5968500,550830,270842,1837.22,1290,1453.03,188.73,75.22,59.69,72300
20081219_03,74900,718992,5968500,550830,270842,1837.22,1290,1453.03,188.73,75.22,59.69,72300
20081222_01,68500,563075,5405425,536747,273583,1850.47,1315,1465.18,192.39,75.55,60.2,72000
20081222_02,70600,563075,5405425,536747,273583,1850.47,1315,1465.18,192.39,75.55,60.2,72000
20081222_03,72700,563075,5405425,536747,273583,1850.47,1315,1465.18,192.39,75.55,60.2,72000
20081223_01,65500,432337,4973088,528141,276847,1895.6,1354,1499.78,197.95,75.82,60.6,70700
20081223_02,67450,432337,4973088,528141,276847,1895.6,1354,1499.78,197.95,75.82,60.6,70700
20081223_03,69400,432337,4973088,528141,276847,1895.6,1354,1499.78,197.95,75.82,60.6,70700
20081224_01,62000,396505,4576583,524546,276776,1833.47,1313,1453.24,191.82,76.05,60.87,66200
20081224_02,64050,396505,4576583,524546,276776,1833.47,1313,1453.24,191.82,76.05,60.87,66200
20081224_03,66100,396505,4576583,524546,276776,1833.47,1313,1453.24,191.82,76.05,60.87,66200
20081226_01,62900,234999,4341584,523751,277230,1832.67,1303,1440.1,190.36,76.2,61,64500
20081226_02,63900,234999,4341584,523751,277230,1832.67,1303,1440.1,190.36,76.2,61,64500
20081226_03,64900,234999,4341584,523751,277230,1832.67,1303,1440.1,190.36,76.2,61,64500
20081229_01,61100,298401,4043183,519154,278323,1829.33,1285,1420.36,187.59,76.33,61.06,63800
20081229_02,62800,298401,4043183,519154,278323,1829.33,1285,1420.36,187.59,76.33,61.06,63800
20081229_03,64500,298401,4043183,519154,278323,1829.33,1285,1420.36,187.59,76.33,61.06,63800
20081230_01,62600,318829,3724354,513945,280484,1867.59,1325,1466.84,193.71,76.45,61.11,63300
20081230_02,63450,318829,3724354,513945,280484,1867.59,1325,1466.84,193.71,76.45,61.11,63300
20081230_03,64300,318829,3724354,513945,280484,1867.59,1325,1466.84,193.71,76.45,61.11,63300
20090102_01,63700,522100,4246454,516465,286311,1848.84,1328,1455.5,193.59,76.57,61.16,63100
20090102_02,66850,522100,4246454,516465,286311,1848.84,1328,1455.5,193.59,76.57,61.16,63100
20090102_03,70000,522100,4246454,516465,286311,1848.84,1328,1455.5,193.59,76.57,61.16,63100
20090105_01,67600,628743,3617711,507754,289192,1814.89,1318,1429.04,192.41,76.69,61.2,70000
20090105_02,69700,628743,3617711,507754,289192,1814.89,1318,1429.04,192.41,76.69,61.2,70000
20090105_03,71800,628743,3617711,507754,289192,1814.89,1318,1429.04,192.41,76.69,61.2,70000
20090106_01,67400,637482,2980229,508912,290233,1755.86,1308,1395.2,191.23,76.8,61.25,68600
20090106_02,69050,637482,2980229,508912,290233,1755.86,1308,1395.2,191.23,76.8,61.25,68600
20090106_03,70700,637482,2980229,508912,290233,1755.86,1308,1395.2,191.23,76.8,61.25,68600
20090107_01,68000,723338,3703567,512205,291649,1756.02,1295,1384.73,189.6,76.91,61.29,68000
20090107_02,69600,723338,3703567,512205,291649,1756.02,1295,1384.73,189.6,76.91,61.29,68000
20090107_03,71200,723338,3703567,512205,291649,1756.02,1295,1384.73,189.6,76.91,61.29,68000
20090108_01,65200,1381361,2322206,482961,281333,1807.52,1332,1454.15,194.94,77.01,61.33,70000
20090108_02,67350,1381361,2322206,482961,281333,1807.52,1332,1454.15,194.94,77.01,61.33,70000
20090108_03,69500,1381361,2322206,482961,281333,1807.52,1332,1454.15,194.94,77.01,61.33,70000
20090109_01,65900,990162,3312368,478074,288324,1826.28,1335,1464.94,195.38,77.11,61.37,65300
20090109_02,67200,990162,3312368,478074,288324,1826.28,1335,1464.94,195.38,77.11,61.37,65300
20090109_03,68500,990162,3312368,478074,288324,1826.28,1335,1464.94,195.38,77.11,61.37,65300
20090112_01,65000,558591,2753777,482503,285269,1808.93,1354.5,1502.5,197.74,77.21,61.4,66000
20090112_02,66500,558591,2753777,482503,285269,1808.93,1354.5,1502.5,197.74,77.21,61.4,66000
20090112_03,68000,558591,2753777,482503,285269,1808.93,1354.5,1502.5,197.74,77.21,61.4,66000
20090113_01,61800,1388639,1365138,477885,250061,1796.51,1353,1517.67,197.89,77.3,61.43,65000
20090113_02,63150,1388639,1365138,477885,250061,1796.51,1353,1517.67,197.89,77.3,61.43,65000
20090113_03,64500,1388639,1365138,477885,250061,1796.51,1353,1517.67,197.89,77.3,61.43,65000
20090114_01,62100,1144762,2509900,490544,247488,1790.21,1344,1495.83,196.49,77.38,61.46,63000
20090114_02,64500,1144762,2509900,490544,247488,1790.21,1344,1495.83,196.49,77.38,61.46,63000
20090114_03,66900,1144762,2509900,490544,247488,1790.21,1344,1495.83,196.49,77.38,61.46,63000
20090115_01,61600,724886,1785014,489885,239006,1820.09,1382,1551.07,202.19,77.46,61.49,66900
20090115_02,63300,724886,1785014,489885,239006,1820.09,1382,1551.07,202.19,77.46,61.49,66900
20090115_03,65000,724886,1785014,489885,239006,1820.09,1382,1551.07,202.19,77.46,61.49,66900
20090116_01,62400,706519,2491533,489355,252551,1795.2,1360,1507.43,198.98,77.53,61.51,62600
20090116_02,64350,706519,2491533,489355,252551,1795.2,1360,1507.43,198.98,77.53,61.51,62600
20090116_03,66300,706519,2491533,489355,252551,1795.2,1360,1507.43,198.98,77.53,61.51,62600
20090119_01,63700,577094,3068627,488920,252320,1821.14,1370,1509.64,200.39,77.59,61.53,64400
20090119_02,64800,577094,3068627,488920,252320,1821.14,1370,1509.64,200.39,77.59,61.53,64400
20090119_03,65900,577094,3068627,488920,252320,1821.14,1370,1509.64,200.39,77.59,61.53,64400
20090120_01,62100,411849,2656778,489921,250405,1779.62,1375.5,1516.87,201.16,77.65,61.55,64800
20090120_02,63250,411849,2656778,489921,250405,1779.62,1375.5,1516.87,201.16,77.65,61.55,64800
20090120_03,64400,411849,2656778,489921,250405,1779.62,1375.5,1516.87,201.16,77.65,61.55,64800
20090121_01,59100,589645,2067133,491896,243460,1774.99,1375,1531.69,201.08,77.7,61.57,63100
20090121_02,60700,589645,2067133,491896,243460,1774.99,1375,1531.69,201.08,77.7,61.57,63100
20090121_03,62300,589645,2067133,491896,243460,1774.99,1375,1531.69,201.08,77.7,61.57,63100
20090122_01,59800,584160,1482973,486748,239420,1791.63,1375,1542.34,201.32,77.74,61.58,61400
20090122_02,61300,584160,1482973,486748,239420,1791.63,1375,1542.34,201.32,77.74,61.58,61400
20090122_03,62800,584160,1482973,486748,239420,1791.63,1375,1542.34,201.32,77.74,61.58,61400
20090123_01,58700,484691,998282,492089,236997,1783.49,1391.5,1575.88,203.14,77.77,61.59,60700
20090123_02,60350,484691,998282,492089,236997,1783.49,1391.5,1575.88,203.14,77.77,61.59,60700
20090123_03,62000,484691,998282,492089,236997,1783.49,1391.5,1575.88,203.14,77.77,61.59,60700
20090128_01,61300,536774,1535056,501675,241016,1827.69,1377,1546.32,201.46,77.79,61.6,60000
20090128_02,63100,536774,1535056,501675,241016,1827.69,1377,1546.32,201.46,77.79,61.6,60000
20090128_03,64900,536774,1535056,501675,241016,1827.69,1377,1546.32,201.46,77.79,61.6,60000
20090129_01,64200,559001,2094057,510338,244051,1797.13,1375,1526.93,201.17,77.8,61.6,64000
20090129_02,65000,559001,2094057,510338,244051,1797.13,1375,1526.93,201.17,77.8,61.6,64000
20090129_03,65800,559001,2094057,510338,244051,1797.13,1375,1526.93,201.17,77.8,61.6,64000
20090130_01,63400,682923,2776980,532673,231474,1779.14,1379.5,1544.27,201.83,77.8,61.6,65000
20090130_02,64850,682923,2776980,532673,231474,1779.14,1379.5,1544.27,201.83,77.8,61.6,65000
20090130_03,66300,682923,2776980,532673,231474,1779.14,1379.5,1544.27,201.83,77.8,61.6,65000
20090202_01,63900,1136498,3913478,534054,255042,1772.27,1391,1557.67,203.21,77.76,61.6,65200
20090202_02,66800,1136498,3913478,534054,255042,1772.27,1391,1557.67,203.21,77.76,61.6,65200
20090202_03,69700,1136498,3913478,534054,255042,1772.27,1391,1557.67,203.21,77.76,61.6,65200
20090203_01,68100,989528,4903006,546647,270364,1788.13,1391,1552.11,203.51,77.67,61.59,68000
20090203_02,69950,989528,4903006,546647,270364,1788.13,1391,1552.11,203.51,77.67,61.59,68000
20090203_03,71800,989528,4903006,546647,270364,1788.13,1391,1552.11,203.51,77.67,61.59,68000
20090204_01,71000,881224,5784230,570916,271957,1797.49,1383,1554.98,202.43,77.55,61.59,70200
20090204_02,73000,881224,5784230,570916,271957,1797.49,1383,1554.98,202.43,77.55,61.59,70200
20090204_03,75000,881224,5784230,570916,271957,1797.49,1383,1554.98,202.43,77.55,61.59,70200
20090205_01,72600,570023,5214207,566699,281006,1771.62,1383,1544.73,202.49,77.4,61.58,73300
20090205_02,73900,570023,5214207,566699,281006,1771.62,1383,1544.73,202.49,77.4,61.58,73300
20090205_03,75200,570023,5214207,566699,281006,1771.62,1383,1544.73,202.49,77.4,61.58,73300
20090206_01,74000,504946,5719153,555855,299336,1763.94,1377,1508.21,201.76,77.21,61.57,73300
20090206_02,75650,504946,5719153,555855,299336,1763.94,1377,1508.21,201.76,77.21,61.57,73300
20090206_03,77300,504946,5719153,555855,299336,1763.94,1377,1508.21,201.76,77.21,61.57,73300
20090209_01,74000,569552,6288705,540283,316652,1782.27,1383,1515.45,202.4,77.01,61.55,75900
20090209_02,76300,569552,6288705,540283,316652,1782.27,1383,1515.45,202.4,77.01,61.55,75900
20090209_03,78600,569552,6288705,540283,316652,1782.27,1383,1515.45,202.4,77.01,61.55,75900
20090210_01,75100,463103,5825602,537423,321383,1788.77,1384.5,1513.45,202.71,76.78,61.54,76000
20090210_02,76700,463103,5825602,537423,321383,1788.77,1384.5,1513.45,202.71,76.78,61.54,76000
20090210_03,78300,463103,5825602,537423,321383,1788.77,1384.5,1513.45,202.71,76.78,61.54,76000
20090211_01,72100,402829,5422773,539107,320089,1804.15,1395,1549.48,204.13,76.54,61.53,75100
20090211_02,74350,402829,5422773,539107,320089,1804.15,1395,1549.48,204.13,76.54,61.53,75100
20090211_03,76600,402829,5422773,539107,320089,1804.15,1395,1549.48,204.13,76.54,61.53,75100
20090212_01,73000,417739,5840512,533872,324829,1806.59,1401,1554.94,205.12,76.29,61.51,74700
20090212_02,73900,417739,5840512,533872,324829,1806.59,1401,1554.94,205.12,76.29,61.51,74700
20090212_03,74800,417739,5840512,533872,324829,1806.59,1401,1554.94,205.12,76.29,61.51,74700
20090213_01,74300,235986,6076498,535157,325827,1811.42,1404.2,1540.37,205.59,76.04,61.5,74800
20090213_02,75350,235986,6076498,535157,325827,1811.42,1404.2,1540.37,205.59,76.04,61.5,74800
20090213_03,76400,235986,6076498,535157,325827,1811.42,1404.2,1540.37,205.59,76.04,61.5,74800
20090216_01,74700,317418,6393916,531254,332853,1819.13,1428,1558.27,209.08,75.79,61.48,75500
20090216_02,76450,317418,6393916,531254,332853,1819.13,1428,1558.27,209.08,75.79,61.48,75500
20090216_03,78200,317418,6393916,531254,332853,1819.13,1428,1558.27,209.08,75.79,61.48,75500
20090217_01,71900,357511,6036405,529798,330467,1844.42,1460,1584.37,213.45,75.54,61.47,76000
20090217_02,73900,357511,6036405,529798,330467,1844.42,1460,1584.37,213.45,75.54,61.47,76000
20090217_03,75900,357511,6036405,529798,330467,1844.42,1460,1584.37,213.45,75.54,61.47,76000
20090218_01,70400,452106,5584299,526445,332211,1847.77,1463,1580.94,214.05,75.3,61.46,73500
20090218_02,71700,452106,5584299,526445,332211,1847.77,1463,1580.94,214.05,75.3,61.46,73500
20090218_03,73000,452106,5584299,526445,332211,1847.77,1463,1580.94,214.05,75.3,61.46,73500
20090219_01,70200,445691,6029990,524007,337676,1873.32,1487,1589.69,217.56,75.08,61.44,72200
